院校名称,所在地,院校隶属,自划线,院校代码,区,级别,经费级别,211,985,双一流,调剂-院校
云南师范大学,云南,云南省,0,10681,B,,,0,0,0,
云南财经大学,云南,云南省,0,10689,B,,,0,0,0,
云南艺术学院,云南,云南省,0,10690,B,,,0,0,0,
云南民族大学,云南,云南省,0,10691,B,,,0,0,0,
西藏农牧学院,西藏,西藏自治区,0,10693,B,,,0,0,0,
西藏民族大学,西藏,西藏自治区,0,10695,B,,,0,0,0,
西藏藏医药大学,西藏,西藏自治区,0,10696,B,,,0,0,0,
西安理工大学,陕西,陕西省,0,10700,A,,,0,0,0,
西安工业大学,陕西,陕西省,0,10702,A,,,0,0,0,
西安建筑科技大学,陕西,陕西省,0,10703,A,,,0,0,0,
西安科技大学,陕西,陕西省,0,10704,A,,,0,0,0,
西安石油大学,陕西,陕西省,0,10705,A,,,0,0,0,
陕西科技大学,陕西,陕西省,0,10708,A,,,0,0,0,
西安工程大学,陕西,陕西省,0,10709,A,,,0,0,0,
陕西中医药大学,陕西,陕西省,0,10716,A,,,0,0,0,
延安大学,陕西,陕西省,0,10719,A,,,0,0,0,
陕西理工大学,陕西,陕西省,0,10720,A,,,0,0,0,
宝鸡文理学院,陕西,陕西省,0,10721,A,,,0,0,0,
西安外国语大学,陕西,陕西省,0,10724,A,,,0,0,0,
西北政法大学,陕西,陕西省,0,10726,A,,,0,0,0,
西安体育学院,陕西,陕西省体育局,0,10727,A,,,0,0,0,
西安音乐学院,陕西,陕西省,0,10728,A,,,0,0,0,
西安美术学院,陕西,陕西省,0,10729,A,,,0,0,0,
兰州理工大学,甘肃,甘肃省,0,10731,B,,,0,0,0,
兰州交通大学,甘肃,甘肃省,0,10732,B,,,0,0,0,
甘肃农业大学,甘肃,甘肃省,0,10733,B,,,0,0,0,
甘肃中医药大学,甘肃,甘肃省,0,10735,B,,,0,0,0,
西北师范大学,甘肃,甘肃省,0,10736,B,,,0,0,0,
天水师范学院,甘肃,甘肃省,0,10739,B,,,0,0,0,
兰州财经大学,甘肃,甘肃省,0,10741,B,,,0,0,0,
西北民族大学,甘肃,国家民族事务委员会,0,10742,B,,,0,0,0,
青海师范大学,青海,青海省,0,10746,B,,,0,0,0,
青海民族大学,青海,青海省,0,10748,B,,,0,0,0,
宁夏医科大学,宁夏,宁夏回族自治区,0,10752,B,,,0,0,0,
宁夏师范学院,宁夏,宁夏回族自治区,0,10753,B,,,0,0,0,
塔里木大学,新疆,新疆生产建设兵团,0,10757,B,,,0,0,0,
新疆农业大学,新疆,新疆维吾尔自治区,0,10758,B,,,0,0,0,
新疆医科大学,新疆,新疆维吾尔自治区,0,10760,B,,,0,0,0,
新疆师范大学,新疆,新疆维吾尔自治区,0,10762,B,,,0,0,0,
喀什大学,新疆,新疆维吾尔自治区,0,10763,B,,,0,0,0,
伊犁师范大学,新疆,新疆维吾尔自治区,0,10764,B,,,0,0,0,
新疆财经大学,新疆,新疆维吾尔自治区,0,10766,B,,,0,0,0,
新疆艺术学院,新疆,新疆维吾尔自治区,0,10768,B,,,0,0,0,
天津城建大学,天津,天津市,0,10792,A,,,0,0,0,
河北科技师范学院,河北,河北省,0,10798,A,,,0,0,0,
山西中医药大学,山西,山西省,0,10809,A,,,0,0,0,
上海工程技术大学,上海,上海市,0,10856,A,,,0,0,0,
浙江万里学院,浙江,浙江省,0,10876,A,,,0,0,0,
安徽建筑大学,安徽,安徽省,0,10878,A,,,0,0,0,
安徽科技学院,安徽,安徽省,0,10879,A,,,0,0,0,
山东工艺美术学院,山东,山东省,0,10908,A,,,0,0,0,
湖北科技学院,湖北,湖北省,0,10927,A,,,0,0,0,
湖北医药学院,湖北,湖北省,0,10929,A,,,0,0,0,
吉林外国语大学,吉林,吉林省,0,10964,A,,,0,0,0,
贵阳学院,贵州,贵州省,0,10976,B,,,0,0,0,
昌吉学院,新疆,新疆维吾尔自治区,0,10997,B,,,0,0,0,
沈阳大学,辽宁,辽宁省,0,11035,A,,,0,0,0,
上海立信会计金融学院,上海,上海市,0,11047,A,,,0,0,0,
淮阴工学院,江苏,江苏省,0,11049,A,,,0,0,0,
浙江科技学院,浙江,浙江省,0,11057,A,,,0,0,0,
合肥学院,安徽,安徽省,0,11059,A,,,0,0,0,
厦门理工学院,福建,福建省,0,11062,A,,,0,0,0,
青岛大学,山东,山东省,0,11065,A,,,0,0,0,
烟台大学,山东,山东省,0,11066,A,,,0,0,0,
江汉大学,湖北,湖北省,0,11072,A,,,0,0,0,
三峡大学,湖北,湖北省,0,11075,A,,,0,0,0,
广州大学,广东,广东省,0,11078,A,,,0,0,0,
成都大学,四川,四川省,0,11079,A,,,0,0,0,
海南热带海洋学院,海南,海南省,0,11100,B,,,0,0,0,
华北科技学院,河北,应急管理部,0,11104,A,,,0,0,0,
中国人民警察大学,河北,公安部,0,11105,A,,,0,0,0,
扬州大学,江苏,江苏省,0,11117,A,,,0,0,0,
中华女子学院,北京,中华全国妇女联合会,0,11149,A,,,0,0,0,
齐齐哈尔医学院,黑龙江,黑龙江省,0,11230,A,,,0,0,0,
北京信息科技大学,北京,北京市,0,11232,A,,,0,0,0,
大连大学,辽宁,辽宁省,0,11258,A,,,0,0,0,
南京工程学院,江苏,江苏省,0,11276,A,,,0,0,0,
南京审计大学,江苏,江苏省,0,11287,A,,,0,0,0,
江西科技师范大学,江西,江西省,0,11318,A,,,0,0,0,
南昌工程学院,江西,江西省,0,11319,A,,,0,0,0,
湖南工程学院,湖南,湖南省,0,11342,A,,,0,0,0,
仲恺农业工程学院,广东,广东省,0,11347,A,,,0,0,0,
五邑大学,广东,广东省,0,11349,A,,,0,0,0,
云南警官学院,云南,云南省,0,11392,B,,,0,0,0,
昆明学院,云南,云南省,0,11393,B,,,0,0,0,
榆林学院,陕西,陕西省,0,11395,A,,,0,0,0,
甘肃政法大学,甘肃,甘肃省,0,11406,B,,,0,0,0,
北方民族大学,宁夏,国家民族事务委员会,0,11407,B,,,0,0,0,
北京联合大学,北京,北京市,0,11417,A,,,0,0,0,
北京城市学院,北京,北京市,0,11418,A,,,0,0,0,
河北金融学院,河北,河北省,0,11420,A,,,0,0,0,
长春工程学院,吉林,吉林省,0,11437,A,,,0,0,0,
黑龙江东方学院,黑龙江,黑龙江省,0,11446,A,,,0,0,0,
上海电机学院,上海,上海市,0,11458,A,,,0,0,0,
江苏理工学院,江苏,江苏省,0,11463,A,,,0,0,0,
浙江财经大学,浙江,浙江省,0,11482,A,,,0,0,0,
山东交通学院,山东,山东省,0,11510,A,,,0,0,0,
武汉音乐学院,湖北,湖北省,0,11524,A,,,0,0,0,
湖南工业大学,湖南,湖南省,0,11535,A,,,0,0,0,
广东金融学院,广东,广东省,0,11540,A,,,0,0,0,
广西财经学院,广西,广西壮族自治区,0,11548,B,,,0,0,0,
重庆科技学院,重庆,重庆市,0,11551,A,,,0,0,0,
西安财经大学,陕西,陕西省,0,11560,A,,,0,0,0,
湖北经济学院,湖北,湖北省,0,11600,A,,,0,0,0,
北部湾大学,广西,广西壮族自治区,0,11607,B,,,0,0,0,
中国青年政治学院,北京,中国共产主义青年团中央,0,11625,A,,,0,0,0,
北华航天工业学院,河北,河北省,0,11629,A,,,0,0,0,
沈阳工程学院,辽宁,辽宁省,0,11632,A,,,0,0,0,
江苏海洋大学,江苏,江苏省,0,11641,A,,,0,0,0,
浙江传媒学院,浙江,浙江省,0,11647,A,,,0,0,0,
海南师范大学,海南,海南省,0,11658,B,,,0,0,0,
重庆理工大学,重庆,重庆市,0,11660,A,,,0,0,0,
西安邮电大学,陕西,陕西省,0,11664,A,,,0,0,0,
山东工商学院,山东,山东省,0,11688,A,,,0,0,0,
长春大学,吉林,吉林省,0,11726,A,,,0,0,0,
防灾科技学院,河北,中国地震局,0,11775,A,,,0,0,0,
重庆工商大学,重庆,重庆市,0,11799,A,,,0,0,0,
海南医学院,海南,海南省,0,11810,B,,,0,0,0,
东莞理工学院,广东,广东省,0,11819,A,,,0,0,0,
河北经贸大学,河北,河北省,0,11832,A,,,0,0,0,
上海政法学院,上海,上海市,0,11835,A,,,0,0,0,
西安医学院,陕西,陕西省,0,11840,A,,,0,0,0,
广东工业大学,广东,广东省,0,11845,A,,,0,0,0,
广东外语外贸大学,广东,广东省,0,11846,A,,,0,0,0,
佛山科学技术学院,广东,广东省,0,11847,A,,,0,0,0,
中央司法警官学院,河北,司法部,0,11903,A,,,0,0,0,
大连民族大学,辽宁,国家民族事务委员会,0,12026,A,,,0,0,0,
上海第二工业大学,上海,上海市,0,12044,A,,,0,0,0,
南方医科大学,广东,广东省,0,12121,A,,,0,0,0,
四川警察学院,四川,四川省,0,12212,A,,,0,0,0,
中国劳动关系学院,北京,中华全国总工会,0,12453,A,,,0,0,0,
西京学院,陕西,陕西省,0,12715,A,,,0,0,0,
河北传媒学院,河北,河北省,0,12784,A,,,0,0,0,
成都医学院,四川,四川省,0,13705,A,,,0,0,0,
合肥师范学院,安徽,安徽省,0,14098,A,,,0,0,0,
山东政法学院,山东,山东省,0,14100,A,,,0,0,0,
河北中医学院,河北,河北省,0,14432,A,,,0,0,0,
内蒙古艺术学院,内蒙古,内蒙古自治区,0,14531,B,,,0,0,0,
浙江音乐学院,浙江,浙江省,0,14535,A,,,0,0,0,
哈尔滨音乐学院,黑龙江,黑龙江省,0,14560,A,,,0,0,0,
中国社会科学院大学,北京,中国社会科学院,0,14596,A,,,0,0,0,
西湖大学,浙江,浙江省,0,14626,A,,,0,0,0,
长江商学院,北京,北京市,0,16402,A,,,0,0,0,
中共中央党校(国家行政学院),北京,中央党校,0,80000,A,,,0,0,0,
北京国家会计学院,北京,财政部,0,80401,A,,,0,0,0,
上海国家会计学院,上海,财政部,0,80402,A,,,0,0,0,
厦门国家会计学院,福建,财政部,0,80403,A,,,0,0,0,
中国科学技术信息研究所,北京,科学技术部,0,80901,A,,,0,0,0,
中国财政科学研究院,北京,财政部,0,81601,A,,,0,0,0,
商务部国际贸易经济合作研究院,北京,商务部,0,82001,A,,,0,0,0,
中国农业科学院,北京,农业农村部,0,82101,A,,,0,0,0,
中国兽医药品监察所,北京,农业农村部,0,82110,A,,,0,0,0,
中国林业科学研究院,北京,国家林业和草原局,0,82201,A,,,0,0,0,
中国水利水电科学研究院,北京,水利部,0,82301,A,,,0,0,0,
中国电力科学研究院,北京,国家电网公司,0,82302,A,,,0,0,0,
国网电力科学研究院,江苏,国家电网公司,0,82303,A,,,0,0,0,
西安热工研究院有限公司,陕西,转制科研单位,0,82304,A,,,0,0,0,
长江科学院,湖北,水利部,0,82305,A,,,0,0,0,
南京水利科学研究院,江苏,水利部,0,82306,A,,,0,0,0,
中国建筑科学研究院,北京,北京市,0,82401,A,,,0,0,0,
中国城市规划设计研究院,北京,住房和城乡建设部,0,82402,A,,,0,0,0,
中国建筑设计研究院,北京,北京市,0,82403,A,,,0,0,0,
中国环境科学研究院,北京,生态环境部,0,82405,A,,,0,0,0,
中国地质科学院,北京,自然资源部,0,82501,A,,,0,0,0,
钢铁研究总院,北京,北京市,0,82601,A,,,0,0,0,
中冶建筑研究总院有限公司,北京,北京市,0,82602,A,,,0,0,0,
长沙矿冶研究院,湖南,转制科研单位,0,82603,A,,,0,0,0,
中钢集团马鞍山矿山研究院,安徽,中钢集团公司,0,82604,A,,,0,0,0,
冶金自动化研究设计院,北京,北京市,0,82605,A,,,0,0,0,
中钢集团洛阳耐火材料研究院,河南,中钢集团公司,0,82606,A,,,0,0,0,
中钢集团天津地质研究院有限公司,天津,中钢集团公司,0,82608,A,,,0,0,0,
中钢集团武汉安全环保研究院,湖北,中钢集团公司,0,82609,A,,,0,0,0,
机械科学研究总院,北京,机械科学研究院,0,82701,A,,,0,0,0,
北京机械工业自动化研究所,北京,机械科学研究院,0,82702,A,,,0,0,0,
北京机电研究所,北京,机械科学研究院,0,82703,A,,,0,0,0,
沈阳铸造研究所,辽宁,机械科学研究院,0,82705,A,,,0,0,0,
机械科学研究院哈尔滨焊接研究所,黑龙江,机械科学研究院,0,82706,A,,,0,0,0,
上海材料研究所,上海,上海市,0,82707,A,,,0,0,0,
郑州机械研究所,河南,机械科学研究院,0,82708,A,,,0,0,0,
武汉材料保护研究所,湖北,机械科学研究院,0,82709,A,,,0,0,0,
中国农业机械化科学研究院,北京,北京市,0,82715,A,,,0,0,0,
上海发电设备成套设计研究院,上海,工业与信息化部,0,82717,A,,,0,0,0,
上海内燃机研究所,上海,上海市,0,82718,A,,,0,0,0,
中国原子能科学研究院,北京,工业与信息化部,0,82801,A,,,0,0,0,
中国核动力研究设计院,四川,工业与信息化部,0,82802,A,,,0,0,0,
核工业第二研究设计院(中国核电工程有限公司),北京,工业与信息化部,0,82803,A,,,0,0,0,
核工业理化工程研究院,天津,工业与信息化部,0,82804,A,,,0,0,0,
上海核工程研究设计院,上海,工业与信息化部,0,82805,A,,,0,0,0,
核工业北京地质研究院,北京,工业与信息化部,0,82806,A,,,0,0,0,
核工业北京化工冶金研究院,北京,工业与信息化部,0,82807,A,,,0,0,0,
中国辐射防护研究院,山西,工业与信息化部,0,82808,A,,,0,0,0,
核工业西南物理研究院,四川,工业与信息化部,0,82809,A,,,0,0,0,
中国工程物理研究院,北京,中国工程物理研究院,0,82817,A,,,0,0,0,
中国航空研究院,北京,工业与信息化部,0,82901,A,,,0,0,0,
北京航空精密机械研究所,北京,工业与信息化部,0,82902,A,,,0,0,0,
中国航空研究院601所,辽宁,工业与信息化部,0,82903,A,,,0,0,0,
中国航空研究院603所,陕西,工业与信息化部,0,82904,A,,,0,0,0,
中国航空研究院606研究所,辽宁,工业与信息化部,0,82905,A,,,0,0,0,
中国航空研究院第六一一研究所,四川,工业与信息化部,0,82906,A,,,0,0,0,
中国空空导弹研究院,河南,工业与信息化部,0,82907,A,,,0,0,0,
中国航空研究院六一三研究所,河南,工业与信息化部,0,82908,A,,,0,0,0,
中国航空研究院623所,陕西,工业与信息化部,0,82909,A,,,0,0,0,
中国航空研究院第六二四研究所,四川,工业与信息化部,0,82910,A,,,0,0,0,
中国飞行试验研究院,陕西,工业与信息化部,0,82911,A,,,0,0,0,
中国航空研究院631所,陕西,工业与信息化部,0,82912,A,,,0,0,0,
北京航空材料研究院,北京,工业与信息化部,0,82913,A,,,0,0,0,
中国航空制造技术研究院,北京,工业与信息化部,0,82914,A,,,0,0,0,
中国航空规划设计研究总院有限公司,北京,工业与信息化部,0,82920,A,,,0,0,0,
中国航发湖南动力机械研究所,湖南,工业与信息化部,0,82925,A,,,0,0,0,
中国航空研究院609研究所,江苏,工业与信息化部,0,82927,A,,,0,0,0,
中国航空工业空气动力研究院,黑龙江,工业与信息化部,0,82928,A,,,0,0,0,
中国航空研究院626所,辽宁,工业与信息化部,0,82929,A,,,0,0,0,
中国航空工业总公司第六二八研究所,北京,工业与信息化部,0,82931,A,,,0,0,0,
北京长城计量测试技术研究所,北京,工业与信息化部,0,82932,A,,,0,0,0,
中国航空研究院618所,陕西,工业与信息化部,0,82936,A,,,0,0,0,
中国航空研究院640所,上海,工业与信息化部,0,82937,A,,,0,0,0,
中国航空研究院602研究所,江西,工业与信息化部,0,82938,A,,,0,0,0,
中国航空研究院610所,湖北,工业与信息化部,0,82961,A,,,0,0,0,
中国电子科技集团公司电子科学研究院,北京,中国电子科技集团公司,0,83000,A,,,0,0,0,
华北计算机系统工程研究所,北京,工业与信息化部,0,83001,A,,,0,0,0,
西安近代化学研究所(204所),陕西,工业与信息化部,0,83101,A,,,0,0,0,
内蒙金属材料研究所(52所),内蒙古,工业与信息化部,0,83102,B,,,0,0,0,
西安应用光学研究所(205所),陕西,工业与信息化部,0,83103,A,,,0,0,0,
昆明物理研究所,云南,工业与信息化部,0,83104,B,,,0,0,0,
西南技术物理研究所,四川,工业与信息化部,0,83105,A,,,0,0,0,
北方自动控制技术研究所,山西,工业与信息化部,0,83106,A,,,0,0,0,
中国北方车辆研究所,北京,工业与信息化部,0,83107,A,,,0,0,0,
西安机电信息技术研究所(212所),陕西,工业与信息化部,0,83109,A,,,0,0,0,
陕西应用物理化学研究所,陕西,工业与信息化部,0,83110,A,,,0,0,0,
西北机电工程研究所(202所),陕西,工业与信息化部,0,83111,A,,,0,0,0,
西安现代控制技术研究所,陕西,工业与信息化部,0,83112,A,,,0,0,0,
西安电子工程研究所(206所),陕西,工业与信息化部,0,83113,A,,,0,0,0,
西南自动化研究所,四川,工业与信息化部,0,83114,A,,,0,0,0,
山东非金属材料研究所,山东,工业与信息化部,0,83115,A,,,0,0,0,
中国运载火箭技术研究院,北京,工业与信息化部,0,83201,A,,,0,0,0,
中国航天科工集团第二研究院,北京,工业与信息化部,0,83221,A,,,0,0,0,
中国航天系统科学与工程研究院,北京,工业与信息化部,0,83232,A,,,0,0,0,
西安航天精密机电研究所(航天16所),陕西,工业与信息化部,0,83233,A,,,0,0,0,
中国航天科工集团第三研究院,北京,工业与信息化部,0,83241,A,,,0,0,0,
航天科工集团三院8357所,天津,工业与信息化部,0,83245,A,,,0,0,0,
航天科工集团三院8358所,天津,工业与信息化部,0,83246,A,,,0,0,0,
航天动力技术研究院,陕西,工业与信息化部,0,83256,A,,,0,0,0,
中国航天科技集团公司第四研究院第四十二所,湖北,工业与信息化部,0,83258,A,,,0,0,0,
中国空间技术研究院(航天五院),北京,工业与信息化部,0,83266,A,,,0,0,0,
中国航天科技集团有限公司第五研究院西安分院,陕西,工业与信息化部,0,83269,A,,,0,0,0,
中国空间技术研究院510所,甘肃,工业与信息化部,0,83271,B,,,0,0,0,
西安微电子技术研究所(航天771所),陕西,工业与信息化部,0,83276,A,,,0,0,0,
中国航天科技集团公司第十一研究院,北京,工业与信息化部,0,83277,A,,,0,0,0,
中国航天科技集团有限公司第六研究院第十一研究所,陕西,工业与信息化部,0,83278,A,,,0,0,0,
上海航天技术研究院,上海,工业与信息化部,0,83285,A,,,0,0,0,
中国航天科工集团第十研究院,贵州,工业与信息化部,0,83286,B,,,0,0,0,
煤炭科学研究总院,北京,煤炭科学研究总院,0,83301,A,,,0,0,0,
中国石油勘探开发研究院,北京,中国石油天然气集团公司,0,83401,A,,,0,0,0,
北京化工研究院,北京,中国石油化工集团有限公司,0,83501,A,,,0,0,0,
上海化工研究院,上海,上海市,0,83502,A,,,0,0,0,
沈阳化工研究院,辽宁,转制科研单位,0,83503,A,,,0,0,0,
北京橡胶工业研究设计院,北京,北京市,0,83504,A,,,0,0,0,
天华化工机械及自动化研究设计院,甘肃,甘肃省,0,83505,B,,,0,0,0,
北京市科学技术研究院资源环境研究所,北京,北京市,0,83702,A,,,0,0,0,
中国日用化学工业研究院,山西,转制科研单位,0,83704,A,,,0,0,0,
中国食品发酵工业研究院,北京,北京市,0,83705,A,,,0,0,0,
中国制浆造纸研究院有限公司,北京,北京市,0,83706,A,,,0,0,0,
中国铁道科学研究院,北京,中国铁路总公司,0,83801,A,,,0,0,0,
上海船舶运输科学研究所,上海,交通运输部,0,83901,A,,,0,0,0,
交通运输部公路科学研究所,北京,交通运输部,0,83902,A,,,0,0,0,
电信科学技术研究院,北京,工业与信息化部,0,84001,A,,,0,0,0,
电信科学技术第一研究所(上海),上海,信息产业部,0,84002,A,,,0,0,0,
电信科学技术第四研究所(西安),陕西,信息产业部,0,84003,A,,,0,0,0,
电信科学技术第五研究所,四川,信息产业部,0,84004,A,,,0,0,0,
武汉邮电科学研究院,湖北,信息产业部,0,84011,A,,,0,0,0,
中国艺术研究院,北京,文化和旅游部,0,84201,A,,,0,0,0,
中国电影艺术研究中心,北京,中宣部,0,84202,A,,,0,0,0,
中国疾病预防控制中心,北京,国家卫生健康委员会,0,84501,A,,,0,0,0,
中国中医科学院,北京,国家中医药管理局,0,84502,A,,,0,0,0,
中国食品药品检定研究院,北京,国家市场监督管理总局,0,84503,A,,,0,0,0,
北京生物制品研究所,北京,中国医药集团总公司,0,84504,A,,,0,0,0,
上海生物制品研究所,上海,中国医药集团总公司,0,84505,A,,,0,0,0,
武汉生物制品研究所,湖北,中国生物制品总公司,0,84506,A,,,0,0,0,
兰州生物制品研究所,甘肃,中国生物制品总公司,0,84507,B,,,0,0,0,
中日友好临床医学研究所,北京,国家卫生健康委员会,0,84508,A,,,0,0,0,
长春生物制品研究所,吉林,中国医药集团总公司,0,84509,A,,,0,0,0,
卫生部北京老年医学研究所,北京,国家卫生健康委员会,0,84512,A,,,0,0,0,
国家体育总局体育科学研究所,北京,国家体育总局,0,84601,A,,,0,0,0,
中国建筑材料科学研究总院,北京,北京市,0,84901,A,,,0,0,0,
中国气象科学研究院,北京,中国气象局,0,85101,A,,,0,0,0,
自然资源部第一海洋研究所,山东,国家海洋局,0,85301,A,,,0,0,0,
自然资源部第二海洋研究所,浙江,自然资源部,0,85302,A,,,0,0,0,
自然资源部第三海洋研究所,福建,国家海洋局,0,85303,A,,,0,0,0,
国家海洋环境预报中心,北京,自然资源部,0,85304,A,,,0,0,0,
国家海洋技术中心,天津,自然资源部,0,85305,A,,,0,0,0,
中国地震局地球物理研究所,北京,中国地震局,0,85401,A,,,0,0,0,
中国地震局地质研究所,北京,中国地震局,0,85402,A,,,0,0,0,
中国地震局兰州地震研究所,甘肃,中国地震局,0,85403,B,,,0,0,0,
中国地震局地震研究所,湖北,中国地震局,0,85404,A,,,0,0,0,
中国地震局地震预测研究所,北京,中国地震局,0,85405,A,,,0,0,0,
中国地震局工程力学研究所,黑龙江,中国地震局,0,85406,A,,,0,0,0,
应急管理部国家自然灾害防治研究院,北京,应急管理部,0,85407,A,,,0,0,0,
中国计量科学研究院,北京,国家市场监督管理总局,0,85801,A,,,0,0,0,
中国医药工业研究总院,上海,转制科研单位,0,85901,A,,,0,0,0,
中国测绘科学研究院,北京,自然资源部,0,86001,A,,,0,0,0,
中国舰船研究院,北京,工业与信息化部,0,86201,A,,,0,0,0,
武汉数字工程研究所,湖北,工业与信息化部,0,86202,A,,,0,0,0,
中国舰船研究设计中心(701所),湖北,工业与信息化部,0,86203,A,,,0,0,0,
杭州应用声学研究所,浙江,工业与信息化部,0,86204,A,,,0,0,0,
中国船舶科学研究中心,江苏,工业与信息化部,0,86205,A,,,0,0,0,
中国船舶及海洋工程设计研究院,上海,工业与信息化部,0,86206,A,,,0,0,0,
上海船舶设备研究所,上海,工业与信息化部,0,86207,A,,,0,0,0,
上海船用柴油机研究所,上海,工业与信息化部,0,86208,A,,,0,0,0,
哈尔滨船舶锅炉涡轮机研究所,黑龙江,工业与信息化部,0,86209,A,,,0,0,0,
江苏自动化研究所,江苏,工业与信息化部,0,86210,A,,,0,0,0,
天津航海仪器研究所,天津,工业与信息化部,0,86211,A,,,0,0,0,
西安精密机械研究所,陕西,工业与信息化部,0,86212,A,,,0,0,0,
郑州机电工程研究所,河南,工业与信息化部,0,86213,A,,,0,0,0,
洛阳船舶材料研究所,河南,工业与信息化部,0,86214,A,,,0,0,0,
武汉船用电力推进装置研究所,湖北,工业与信息化部,0,86215,A,,,0,0,0,
华中光电技术研究所,湖北,工业与信息化部,0,86216,A,,,0,0,0,
武汉船舶通信研究所,湖北,工业与信息化部,0,86217,A,,,0,0,0,
武汉第二船舶设计研究所,湖北,工业与信息化部,0,86218,A,,,0,0,0,
上海船舶电子设备研究所,上海,工业与信息化部,0,86219,A,,,0,0,0,
大连测控技术研究所,辽宁,工业与信息化部,0,86220,A,,,0,0,0,
邯郸净化设备研究所,河北,工业与信息化部,0,86221,A,,,0,0,0,
中国石油化工股份有限公司石油化工科学研究院,北京,中国石油化工集团有限公司,0,86301,A,,,0,0,0,
昆明贵金属研究所,云南,转制科研单位,0,86401,B,,,0,0,0,
北京矿冶研究总院,北京,北京市,0,86402,A,,,0,0,0,
北京有色金属研究总院,北京,北京市,0,86403,A,,,0,0,0,
长沙矿山研究院,湖南,转制科研单位,0,86404,A,,,0,0,0,
郑州烟草研究院,河南,国家烟草专卖局,0,86601,A,,,0,0,0,
北京市科学技术研究院城市安全与环境科学研究所,北京,北京市,0,87102,A,,,0,0,0,
北京市生态环境保护科学研究院,北京,北京市,0,87103,A,,,0,0,0,
北京市心肺血管疾病研究所,北京,北京市,0,87110,A,,,0,0,0,
北京市市政工程研究院,北京,北京市,0,87111,A,,,0,0,0,
北京市结核病胸部肿瘤研究所,北京,北京市,0,87112,A,,,0,0,0,
北京市创伤骨科研究所,北京,北京市,0,87113,A,,,0,0,0,
首都儿科研究所,北京,北京市,0,87120,A,,,0,0,0,
山西省中医药研究院,山西,山西省,0,87401,A,,,0,0,0,
黑龙江省中医药科学院,黑龙江,黑龙江省,0,87801,A,,,0,0,0,
黑龙江省社会科学院,黑龙江,黑龙江省,0,87802,A,,,0,0,0,
黑龙江省科学院,黑龙江,黑龙江省,0,87804,A,,,0,0,0,
上海市计算技术研究所,上海,上海市,0,87901,A,,,0,0,0,
上海国际问题研究院,上海,上海市,0,87902,A,,,0,0,0,
上海社会科学院,上海,上海市,0,87903,A,,,0,0,0,
江苏省中国科学院植物研究所,江苏,江苏省,0,88001,A,,,0,0,0,
江苏省血吸虫病防治研究所,江苏,江苏省,0,88002,A,,,0,0,0,
浙江省医学科学院,浙江,浙江省,0,88101,A,,,0,0,0,
湖北省社会科学院,湖北,湖北省,0,88701,A,,,0,0,0,
广东省社会科学院,广东,广东省,0,88901,A,,,0,0,0,
广东省心血管病研究所,广东,广东省,0,88911,A,,,0,0,0,
四川省社会科学院,四川,四川省,0,89101,A,,,0,0,0,
中共北京市委党校,北京,北京市,0,89611,A,,,0,0,0,
中共辽宁省委党校,辽宁,辽宁省,0,89621,A,,,0,0,0,
中共吉林省委党校(吉林省行政学院),吉林,吉林省,0,89622,A,,,0,0,0,
中共黑龙江省委党校,黑龙江,黑龙江省,0,89623,A,,,0,0,0,
中共上海市委党校,上海,上海市,0,89631,A,,,0,0,0,
中共江苏省委党校,江苏,江苏省,0,89632,A,,,0,0,0,
中共浙江省委党校,浙江,浙江省,0,89633,A,,,0,0,0,
中共山东省委党校(山东行政学院）,山东,山东省,0,89637,A,,,0,0,0,
中共湖北省委党校,湖北,湖北省,0,89642,A,,,0,0,0,
中共湖南省委党校,湖南,湖南省,0,89643,A,,,0,0,0,
中共广东省委党校,广东,广东省,0,89644,A,,,0,0,0,
中共重庆市委党校,重庆,重庆市,0,89650,A,,,0,0,0,
中共四川省委党校,四川,四川省,0,89651,A,,,0,0,0,
中共陕西省委党校,陕西,陕西省,0,89661,A,,,0,0,0,
国防大学,北京,解放军,0,91001,A,,,0,0,0,
陆军指挥学院,江苏,解放军,0,91003,A,,,0,0,0,
陆军工程大学,江苏,解放军,0,91004,A,,,0,0,0,
陆军步兵学院,江西,解放军,0,91005,A,,,0,0,0,
陆军装甲兵学院,北京,解放军,0,91006,A,,,0,0,0,
陆军炮兵防空兵学院,安徽,解放军,0,91007,A,,,0,0,0,
陆军航空兵学院,北京,解放军,0,91008,A,,,0,0,0,
陆军特种作战学院,广西,解放军,0,91009,B,,,0,0,0,
陆军防化学院,北京,解放军,0,91011,A,,,0,0,0,
陆军军医大学,重庆,解放军,0,91012,A,,,0,0,0,
陆军军事交通学院,天津,解放军,0,91013,A,,,0,0,0,
陆军勤务学院,重庆,解放军,0,91014,A,,,0,0,0,
海军指挥学院,江苏,解放军,0,91015,A,,,0,0,0,
海军工程大学,湖北,解放军,0,91016,A,,,0,0,0,
海军大连舰艇学院,辽宁,解放军,0,91017,A,,,0,0,0,
海军潜艇学院,山东,解放军,0,91018,A,,,0,0,0,
海军航空大学,山东,解放军,0,91019,A,,,0,0,0,
海军勤务学院,天津,解放军,0,91021,A,,,0,0,0,
空军指挥学院,北京,解放军,0,91023,A,,,0,0,0,
空军工程大学,陕西,解放军,0,91024,A,,,0,0,0,
空军航空大学,吉林,解放军,0,91025,A,,,0,0,0,
空军预警学院,湖北,解放军,0,91026,A,,,0,0,0,
